AnoParalisacao,DataParalisacao,TipoEnte,Ente,Nome,FuncaoGoverno,NumeroContrato,CNPJContratada,NomeContratada,TipoUnidade,ValorTotalContrato,ValorPagoObra,TempoParalizacao,MotivoParalisacao,DataInicioObra,StatusContrato,ClassificacaoObra,FontePrincipalRecursos,TipoParalisacao,DataUltimaAtualizacao,fonte
2023,2023-05-01T00:00:00.000,Municipal,TERESOPOLIS,PREFEITURA TERESOPOLIS,URBANISMO,067.09.22,05615339000116,Econstrur Construções Eirelli,PREFEITURA,274296.32,170158.11,ACIMA DE 2 ANOS,DESCUMPRIMENTO DE ESPECIFICAÇÕES TÉCNICAS E PRAZOS,2022-09-01T00:00:00.000,RESCINDIDO,"EQUIPAMENTOS URBANOS (PRAÇAS, QUADRAS E SIMILARES)",PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2023,2023-05-01T00:00:00.000,Municipal,TERESOPOLIS,PREFEITURA TERESOPOLIS,URBANISMO,064.09.22,05615339000116,ECONSTRUR CONSTRUÇÕES EIRELI,PREFEITURA,256460.01,182238.05,ACIMA DE 2 ANOS,SOLICITAÇÃO DE RESCISÃO CONTRATUAL,2022-09-01T00:00:00.000,RESCINDIDO,"EQUIPAMENTOS URBANOS (PRAÇAS, QUADRAS E SIMILARES)",PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2023,2023-02-01T00:00:00.000,Municipal,DUQUE DE CAXIAS,PREFEITURA DUQUE DE CAXIAS,TRANSPORTE,050182022,39845656000140,ARTELAGOS ARTEFATOS DE CONCRETO,PREFEITURA,16696597.4,8933136.55,ACIMA DE 2 ANOS,OUTRO,2022-03-01T00:00:00.000,VIGENTE,MOBILIDADE URBANA – VIAS URBANAS,PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2024,2024-04-01T00:00:00.000,Municipal,PETROPOLIS,PREFEITURA PETROPOLIS,HABITAÇÃO,37/2023,18393805000108,JBK SERVIÇO E CONSTRUÇÃO CIVIL LTDA,PREFEITURA,795302.14,745545.52,ACIMA DE 2 ANOS,"FATORES VINCULADOS À CONTRATADA, FATORES VINCULADOS À GESTÃO/ADMINISTRATIVOS",2023-06-01T00:00:00.000,VIGENTE,HABITAÇÃO,PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2024,2024-12-01T00:00:00.000,Municipal,BELFORD ROXO,PREFEITURA BELFORD ROXO,SANEAMENTO,08/SEMO/23,40179834000120,CONSTRUTORA AYLA EIRELI,PREFEITURA,11701787.2,2348915.12,1 A 2 ANOS,FATORES VINCULADOS À GESTÃO/ADMINISTRATIVOS,2023-08-01T00:00:00.000,VIGENTE,SANEAMENTO,PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2024,2024-12-01T00:00:00.000,Municipal,BELFORD ROXO,PREFEITURA BELFORD ROXO,URBANISMO,96/SEMO/22,40051315000182,LC DE SOUZA DINÂMICAS E SOLUÇÕES EMPRESARIAIS,PREFEITURA,2146935.79,1528617.28,1 A 2 ANOS,FATORES VINCULADOS À GESTÃO/ADMINISTRATIVOS,2022-09-01T00:00:00.000,VIGENTE,INFRAESTRUTURA URBANA – URBANIZAÇÃO,PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2024,2024-06-01T00:00:00.000,Municipal,BELFORD ROXO,PREFEITURA BELFORD ROXO,SANEAMENTO,03/SEMO/23,22888990000189,FAB MIX CONCRETOS LTDA ME,PREFEITURA,4276859.74,536415.18,ACIMA DE 2 ANOS,FATORES VINCULADOS À CONTRATADA,2023-03-01T00:00:00.000,VIGENTE,SANEAMENTO,PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2024,2024-10-01T00:00:00.000,Municipal,BELFORD ROXO,PREFEITURA BELFORD ROXO,ADMINISTRAÇÃO,04/SMO/23,23002650000171,CCS Serviços de Construção LTDA,PREFEITURA,1312388.77,491144.66,1 A 2 ANOS,FATORES VINCULADOS À GESTÃO/ADMINISTRATIVOS,2023-03-01T00:00:00.000,VIGENTE,EDIFICAÇÕES ADMINISTRATIVAS DIVERSAS,PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2024,2024-11-01T00:00:00.000,Municipal,PETROPOLIS,FUNDO MUN EDUCAÇÃO PETRÓPOLIS,EDUCAÇÃO,05/2023,07984931000110,CONSTRUTORA ENGECAD LTDA EPP,FUNDO,1373468.29,966935.53,1 A 2 ANOS,FATORES VINCULADOS À CONTRATADA,2023-10-01T00:00:00.000,VIGENTE,"EDUCAÇÃO – QUADRAS EM UNIDADES DE ENSINO, PREVENÇÃO EM ÁREAS DE RISCO",PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2024,2024-07-01T00:00:00.000,Municipal,PETROPOLIS,PREFEITURA PETROPOLIS,URBANISMO,47/2023,30905111000108,ERWIL CONSTRUÇÕES LTDA,PREFEITURA,5474270.92,1021713.23,1 A 2 ANOS,FATORES VINCULADOS À GESTÃO/ADMINISTRATIVOS,2023-11-01T00:00:00.000,VIGENTE,"INFRAESTRUTURA URBANA – URBANIZAÇÃO, REDE DE DRENAGEM DE ÁGUAS PLUVIAIS",PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2024,2024-09-01T00:00:00.000,Municipal,PETROPOLIS,PREFEITURA PETROPOLIS,URBANISMO,20/2024,18603735000175,PETROVIAS ENGENHARIA E CONSTRUÇÕES LTDA EPP,PREFEITURA,4098568.27,24115.18,1 A 2 ANOS,FATORES VINCULADOS À GESTÃO/ADMINISTRATIVOS,2024-04-01T00:00:00.000,VIGENTE,"INFRAESTRUTURA URBANA – URBANIZAÇÃO, MOBILIDADE URBANA – VIAS URBANAS",PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2024,2024-10-01T00:00:00.000,Municipal,PETROPOLIS,FUNDO MUN EDUCAÇÃO PETRÓPOLIS,EDUCAÇÃO,02/2024,34652366000167,MONTBLANC ENGENHARIA E CONSTRUÇÕES LTDA,FUNDO,4327681.29,372246.38,1 A 2 ANOS,FATORES VINCULADOS À GESTÃO/ADMINISTRATIVOS,2024-03-01T00:00:00.000,VIGENTE,"EDUCAÇÃO – UNIVERSIDADES, FACULDADES, ESCOLAS E SIMILARES",PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2024,2024-06-01T00:00:00.000,Municipal,PETROPOLIS,FUNDO MUN EDUCAÇÃO PETRÓPOLIS,EDUCAÇÃO,06/2023,18393805000108,JBK SERVIÇO E CONSTRUÇÃO CIVIL LTDA,FUNDO,1639860.0,103378.08,ACIMA DE 2 ANOS,QUESTÕES TÉCNICAS QUE VIERAM A SER CONHECIDAS SOMENTE APÓS A LICITAÇÃO,2023-12-01T00:00:00.000,VIGENTE,"EDUCAÇÃO – UNIVERSIDADES, FACULDADES, ESCOLAS E SIMILARES",PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2025,2025-01-01T00:00:00.000,Municipal,PETROPOLIS,FUNDO MUN EDUCAÇÃO PETRÓPOLIS,EDUCAÇÃO,45/2023,23074716000139,SERVET SERVIÇOS E CONSTRUÇÃO EIRELI,FUNDO,3609788.03,1437955.15,1 A 2 ANOS,FATORES VINCULADOS À GESTÃO/ADMINISTRATIVOS,2022-05-01T00:00:00.000,VIGENTE,"EDUCAÇÃO – UNIVERSIDADES, FACULDADES, ESCOLAS E SIMILARES",PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2025,2025-11-01T00:00:00.000,Municipal,PETROPOLIS,PREFEITURA PETROPOLIS,URBANISMO,50/2025,46833900000110,Bercus Engenharia Ltda,PREFEITURA,62059.63,0.01,6 MESES A 1 ANO,OUTRO,2025-10-01T00:00:00.000,VIGENTE,INFRAESTRUTURA URBANA – URBANIZAÇÃO,CONVÊNIO FEDERAL,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2026,2026-01-01T00:00:00.000,Municipal,PETROPOLIS,FUNDO MUN EDUCAÇÃO PETRÓPOLIS,EDUCAÇÃO,03/2025,03345227000167,Consmager Construção e Manutenção Geral Ltda,FUNDO,4170925.4,0.01,3 A 6 MESES,FATORES VINCULADOS À GESTÃO/ADMINISTRATIVOS,2025-12-01T00:00:00.000,VIGENTE,"EDUCAÇÃO – UNIVERSIDADES, FACULDADES, ESCOLAS E SIMILARES",PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
